name,wilayah,category
RSUD Taman Sari,Jakarta Barat,rumah_sakit
RS Cendana,Jakarta Barat,rumah_sakit
RS Ciputra Citragarden,Jakarta Barat,rumah_sakit
RS Dharmais,Jakarta Barat,rumah_sakit
RS dr. Soeharto Heerjan,Jakarta Barat,rumah_sakit
RS Hermina Daan Mogot,Jakarta Barat,rumah_sakit
RS Jakarta Eye Center Kedoya,Jakarta Barat,rumah_sakit
RS Mitra Keluarga Kalideres,Jakarta Barat,rumah_sakit
RS Pelni Petamburan,Jakarta Barat,rumah_sakit
RS Pendidikan Ukrida,Jakarta Barat,rumah_sakit
RS Siloam Kebon Jeruk,Jakarta Barat,rumah_sakit
RS Anggrek Mas,Jakarta Barat,rumah_sakit
RSIA Aries,Jakarta Barat,rumah_sakit
RSIA Harapan Kita,Jakarta Barat,rumah_sakit
RSIA Ibnu Sina,Jakarta Barat,rumah_sakit
RSIA Metro Hospitals Kebon Jeruk,Jakarta Barat,rumah_sakit
RSU Bhakti Mulia,Jakarta Barat,rumah_sakit
RSU Graha Kedoya,Jakarta Barat,rumah_sakit
RSU Manuela,Jakarta Barat,rumah_sakit
RSU Medika Permata Hijau,Jakarta Barat,rumah_sakit
RSU Patria Jakarta,Jakarta Barat,rumah_sakit
RSU Pondok Indah â€“ Puri Indah,Jakarta Barat,rumah_sakit
RSU Puri Mandiri Kedoya,Jakarta Barat,rumah_sakit
RSU Royal Taruma,Jakarta Barat,rumah_sakit
RSU Sumber Waras,Jakarta Barat,rumah_sakit
RSUD Cempakaputih,Jakarta Pusat,rumah_sakit
RSUD Joharbaru,Jakarta Pusat,rumah_sakit
RSUD Kemayoran,Jakarta Pusat,rumah_sakit
RSUD Sawahbesar,Jakarta Pusat,rumah_sakit
RSUD Tanahabang,Jakarta Pusat,rumah_sakit
RSUD Tarakan Jakarta,Jakarta Pusat,rumah_sakit
RSAL dr. Mintohardjo,Jakarta Pusat,rumah_sakit
RS Abdi Waluyo,Jakarta Pusat,rumah_sakit
RS Bina Estetika,Jakarta Pusat,rumah_sakit
RS Dharma Jaya,Jakarta Pusat,rumah_sakit
RS Dharma Sakti,Jakarta Pusat,rumah_sakit
RS FKG Universitas Indonesia,Jakarta Pusat,rumah_sakit
RS Hermina Kemayoran,Jakarta Pusat,rumah_sakit
RS Husada,Jakarta Pusat,rumah_sakit
RS Islam Jakarta,Jakarta Pusat,rumah_sakit
RS Jakarta Eye Center Menteng,Jakarta Pusat,rumah_sakit
RS Kramat Lima,Jakarta Pusat,rumah_sakit
RS Kramat 128,Jakarta Pusat,rumah_sakit
RS Menteng Mitra Afia,Jakarta Pusat,rumah_sakit
RS Mitra Keluarga Kemayoran,Jakarta Pusat,rumah_sakit
RS Murni Teguh Sudirman,Jakarta Pusat,rumah_sakit
RS Panti Raharja,Jakarta Pusat,rumah_sakit
RS Pertamina Jaya,Jakarta Pusat,rumah_sakit
RS Primaya PGI Cikini,Jakarta Pusat,rumah_sakit
RS Primaya Evasari,Jakarta Pusat,rumah_sakit
RS Prof. dr. Nizar,Jakarta Pusat,rumah_sakit
RS Proklamasi,Jakarta Pusat,rumah_sakit
RS Radjak Salemba,Jakarta Pusat,rumah_sakit
RS RE. Martadinata,Jakarta Pusat,rumah_sakit
RS Sahid Sahirman,Jakarta Pusat,rumah_sakit
RS Salemba Satu,Jakarta Pusat,rumah_sakit
RS Sint Carolus,Jakarta Pusat,rumah_sakit
RS Yarsi Jakarta,Jakarta Pusat,rumah_sakit
RSIA Angkasa,Jakarta Pusat,rumah_sakit
RSIA Berkat Ibu,Jakarta Pusat,rumah_sakit
RSIA Budi Kemuliaan,Jakarta Pusat,rumah_sakit
RSIA Bunda Jakarta,Jakarta Pusat,rumah_sakit
RSIA Tambak,Jakarta Pusat,rumah_sakit
RSIA YPK Mandiri,Jakarta Pusat,rumah_sakit
RSPAD Gatot Soebroto,Jakarta Pusat,rumah_sakit
RSUPN dr. Cipto Mangunkusumo,Jakarta Pusat,rumah_sakit
RSUD Jagakarsa,Jakarta Selatan,rumah_sakit
RSUD Jati Padang,Jakarta Selatan,rumah_sakit
RSUD Kebayoran Baru,Jakarta Selatan,rumah_sakit
RSUD Kebayoran Lama,Jakarta Selatan,rumah_sakit
RSUD Mampang Prapatan,Jakarta Selatan,rumah_sakit
RSUD Pasar Minggu,Jakarta Selatan,rumah_sakit
RSUD Pesanggrahan,Jakarta Selatan,rumah_sakit
RSUD Tebet,Jakarta Selatan,rumah_sakit
RS Agung,Jakarta Selatan,rumah_sakit
RS Ali Sibroh Malisi,Jakarta Selatan,rumah_sakit
RS Aulia Jakarta,Jakarta Selatan,rumah_sakit
RS Avisena,Jakarta Selatan,rumah_sakit
RS Bhayangkara Sespimma,Jakarta Selatan,rumah_sakit
RS Brawijaya Duren Tiga,Jakarta Selatan,rumah_sakit
RS Brawijaya Jakarta,Jakarta Selatan,rumah_sakit
RS Dharmawangsa,Jakarta Selatan,rumah_sakit
RS dr. Suyoto Pusrehab Kemhan,Jakarta Selatan,rumah_sakit
RS Gandaria,Jakarta Selatan,rumah_sakit
RS Halimun,Jakarta Selatan,rumah_sakit
RS Harapan Kartini,Jakarta Selatan,rumah_sakit
RS Indah Medika,Jakarta Selatan,rumah_sakit
RS Jakarta,Jakarta Selatan,rumah_sakit
RS Jakarta Medical Center,Jakarta Selatan,rumah_sakit
RS Marinir Cilandak,Jakarta Selatan,rumah_sakit
RS Mayapada Jakarta,Jakarta Selatan,rumah_sakit
RS Mayapada Kuningan,Jakarta Selatan,rumah_sakit
RS Medistra,Jakarta Selatan,rumah_sakit
RS MMC Jakarta,Jakarta Selatan,rumah_sakit
RS Muhammadiyah Taman Puring,Jakarta Selatan,rumah_sakit
RS Petukangan,Jakarta Selatan,rumah_sakit
RS Pondok Indah,Jakarta Selatan,rumah_sakit
RS Prikasih,Jakarta Selatan,rumah_sakit
RS Prof. dr. Moestopo,Jakarta Selatan,rumah_sakit
RS Pusat Pertamina,Jakarta Selatan,rumah_sakit
RS Setia Mitra,Jakarta Selatan,rumah_sakit
RS Siaga Raya,Jakarta Selatan,rumah_sakit
RS Siloam Asri,Jakarta Selatan,rumah_sakit
RS Siloam Semanggi,Jakarta Selatan,rumah_sakit
RS Siloam TB Simatupang,Jakarta Selatan,rumah_sakit
RS Tebet,Jakarta Selatan,rumah_sakit
RS Tria Dipa,Jakarta Selatan,rumah_sakit
RS Yadika Kebayoran Lama,Jakarta Selatan,rumah_sakit
RSIA Andhika,Jakarta Selatan,rumah_sakit
RSIA Asih,Jakarta Selatan,rumah_sakit
RSIA Budhi Jaya,Jakarta Selatan,rumah_sakit
RSIA Kartini,Jakarta Selatan,rumah_sakit
RSIA Kemang Medical Care,Jakarta Selatan,rumah_sakit
RSIA Panti Nugeraha,Jakarta Selatan,rumah_sakit
RSU Zahirah,Jakarta Selatan,rumah_sakit
RSUP Fatmawati,Jakarta Selatan,rumah_sakit
RSUD Budhi Asih,Jakarta Timur,rumah_sakit
RSUD Cipayung,Jakarta Timur,rumah_sakit
RSUD Ciracas,Jakarta Timur,rumah_sakit
RSUD Kramatjati,Jakarta Timur,rumah_sakit
RSUD Matraman,Jakarta Timur,rumah_sakit
RSUD Pasar Rebo,Jakarta Timur,rumah_sakit
RS Adhyaksa,Jakarta Timur,rumah_sakit
RS Admira,Jakarta Timur,rumah_sakit
RS Al-Fauzan,Jakarta Timur,rumah_sakit
RS Antam Medika,Jakarta Timur,rumah_sakit
RS Bedah Rawamangun,Jakarta Timur,rumah_sakit
RS Bhayangkara Raden Said Sukanto,Jakarta Timur,rumah_sakit
RS Bina Waluya,Jakarta Timur,rumah_sakit
RS Columbia Asia Pulomas,Jakarta Timur,rumah_sakit
RS Dharma Nugraha,Jakarta Timur,rumah_sakit
RS dr. Esnawan Antariksa,Jakarta Timur,rumah_sakit
RS dr. Euis,Jakarta Timur,rumah_sakit
RS Duren Sawit,Jakarta Timur,rumah_sakit
RS Haji Jakarta,Jakarta Timur,rumah_sakit
RS Harapan Bunda,Jakarta Timur,rumah_sakit
RS Harapan Jayakarta,Jakarta Timur,rumah_sakit
RS Harum Sisma Medika,Jakarta Timur,rumah_sakit
RS Hermina Jatinegara,Jakarta Timur,rumah_sakit
RS Islam Jakarta Pondokkopi,Jakarta Timur,rumah_sakit
RS Islam Klender,Jakarta Timur,rumah_sakit
RS Jantung Jakarta,Jakarta Timur,rumah_sakit
RS Kartika Pulomas,Jakarta Timur,rumah_sakit
RS Kesdam Jaya,Jakarta Timur,rumah_sakit
RS Ketergantungan Obat,Jakarta Timur,rumah_sakit
RS Mediros,Jakarta Timur,rumah_sakit
RS Ridwan Meuraksa,Jakarta Timur,rumah_sakit
RS Olahraga Nasional,Jakarta Timur,rumah_sakit
RS Omni Pulomas,Jakarta Timur,rumah_sakit
RS Pengayoman Cipinang,Jakarta Timur,rumah_sakit
RS Premier Jatinegara,Jakarta Timur,rumah_sakit
RSPON dr. Mahar Mardjono,Jakarta Timur,rumah_sakit
RS Pusdikkes,Jakarta Timur,rumah_sakit
RS SMEC Jakarta,Jakarta Timur,rumah_sakit
RS Universitas Kristen Indonesia,Jakarta Timur,rumah_sakit
RS Yadika Pondokbambu,Jakarta Timur,rumah_sakit
RSIA Alvernia Agusta,Jakarta Timur,rumah_sakit
RSIA Bunda Aliyah Pondokbambu,Jakarta Timur,rumah_sakit
RSIA El-Shama,Jakarta Timur,rumah_sakit
RSIA Restu Kasih,Jakarta Timur,rumah_sakit
RSIA Sammrie Basra,Jakarta Timur,rumah_sakit
RSIA Sayyida,Jakarta Timur,rumah_sakit
RSUP Persahabatan,Jakarta Timur,rumah_sakit
RSUD Cilincing,Jakarta Utara,rumah_sakit
RSUD Koja,Jakarta Utara,rumah_sakit
RSUD Pademangan,Jakarta Utara,rumah_sakit
RSUD Tanjungpriok,Jakarta Utara,rumah_sakit
RSUD Tugu Koja,Jakarta Utara,rumah_sakit
RS Atma Jaya,Jakarta Utara,rumah_sakit
RS Darurat Wisma Atlet,Jakarta Utara,rumah_sakit
RS Duta Indah,Jakarta Utara,rumah_sakit
RS Hermina Podomoro,Jakarta Utara,rumah_sakit
RS Islam Jakarta Sukapura,Jakarta Utara,rumah_sakit
RS Mitra Keluarga Kelapagading,Jakarta Utara,rumah_sakit
RS Primasana,Jakarta Utara,rumah_sakit
RS dr. Sulianti Saroso,Jakarta Utara,rumah_sakit
RS Royal Progress,Jakarta Utara,rumah_sakit
RSIA Family,Jakarta Utara,rumah_sakit
RSIA Grand Family,Jakarta Utara,rumah_sakit
RSIA Santo Yusuf,Jakarta Utara,rumah_sakit
RSU Firdaus,Jakarta Utara,rumah_sakit
RSU Gading Pluit,Jakarta Utara,rumah_sakit
RSU Mulyasari,Jakarta Utara,rumah_sakit
RSU Pantai Indah Kapuk,Jakarta Utara,rumah_sakit
RSU Pekerja,Jakarta Utara,rumah_sakit
RSU Pelabuhan Jakarta,Jakarta Utara,rumah_sakit
RSU Pluit,Jakarta Utara,rumah_sakit
RSU Port Medical Center,Jakarta Utara,rumah_sakit
RSU Puri Medika,Jakarta Utara,rumah_sakit
RSU Satya Negara,Jakarta Utara,rumah_sakit
RSU Sukmul Sisma Medika,Kepulauan Seribu,rumah_sakit
RSUD Kepulauan Seribu,Kepulauan Seribu,rumah_sakit
RS Darurat Pulau Sebaru,Kepulauan Seribu,rumah_sakit
SMA Negeri 1,Jakarta Pusat,sma_smk
SMA Negeri 2,Jakarta Pusat,sma_smk
SMA Negeri 3,Jakarta Selatan,sma_smk
SMA Negeri 4,Jakarta Pusat,sma_smk
SMA Negeri 5,Jakarta Pusat,sma_smk
SMA Negeri 6,Jakarta Selatan,sma_smk
SMA Negeri 7,Jakarta Selatan,sma_smk
SMA Negeri 8,Jakarta Selatan,sma_smk
SMA Negeri 9,Jakarta Timur,sma_smk
SMA Negeri 10,Jakarta Pusat,sma_smk
SMA Negeri 11,Jakarta Timur,sma_smk
SMA Negeri 12,Jakarta Timur,sma_smk
SMA Negeri 13,Jakarta Utara,sma_smk
SMA Negeri 14,Jakarta Timur,sma_smk
SMA Negeri 15,Jakarta Utara,sma_smk
SMA Negeri 16,Jakarta Barat,sma_smk
SMA Negeri 17,Jakarta Barat,sma_smk
SMA Negeri 18,Jakarta Utara,sma_smk
SMA Negeri 19,Jakarta Barat,sma_smk
SMA Negeri 20,Jakarta Pusat,sma_smk
SMA Negeri 21,Jakarta Timur,sma_smk
SMA Negeri 22,Jakarta Timur,sma_smk
SMA Negeri 23,Jakarta Barat,sma_smk
SMA Negeri 24,Jakarta Pusat,sma_smk
SMA Negeri 25,Jakarta Pusat,sma_smk
SMA Negeri 26,Jakarta Selatan,sma_smk
SMA Negeri 27,Jakarta Pusat,sma_smk
SMA Negeri 28,Jakarta Selatan,sma_smk
SMA Negeri 29,Jakarta Selatan,sma_smk
SMA Negeri 30,Jakarta Pusat,sma_smk
SMA Negeri 31,Jakarta Timur,sma_smk
SMA Negeri 32,Jakarta Selatan,sma_smk
SMA Negeri 33,Jakarta Barat,sma_smk
SMA Negeri 34,Jakarta Selatan,sma_smk
SMA Negeri 35,Jakarta Pusat,sma_smk
SMA Negeri 36,Jakarta Timur,sma_smk
SMA Negeri 37,Jakarta Selatan,sma_smk
SMA Negeri 38,Jakarta Selatan,sma_smk
SMA Negeri 39,Jakarta Timur,sma_smk
SMA Negeri 40,Jakarta Utara,sma_smk
SMA Negeri 41,Jakarta Utara,sma_smk
SMA Negeri 42,Jakarta Timur,sma_smk
SMA Negeri 43,Jakarta Selatan,sma_smk
SMA Negeri 44,Jakarta Timur,sma_smk
SMA Negeri 45,Jakarta Utara,sma_smk
SMA Negeri 46,Jakarta Selatan,sma_smk
SMA Negeri 47,Jakarta Selatan,sma_smk
SMA Negeri 48,Jakarta Timur,sma_smk
SMA Negeri 49,Jakarta Selatan,sma_smk
SMA Negeri 50,Jakarta Timur,sma_smk
SMA Negeri 51,Jakarta Timur,sma_smk
SMA Negeri 52,Jakarta Utara,sma_smk
SMA Negeri 53,Jakarta Timur,sma_smk
SMA Negeri 54,Jakarta Timur,sma_smk
SMA Negeri 55,Jakarta Selatan,sma_smk
SMA Negeri 56,Jakarta Barat,sma_smk
SMA Negeri 57,Jakarta Barat,sma_smk
SMA Negeri 58,Jakarta Timur,sma_smk
SMA Negeri 59,Jakarta Timur,sma_smk
SMA Negeri 60,Jakarta Selatan,sma_smk
SMA Negeri 61,Jakarta Timur,sma_smk
SMA Negeri 62,Jakarta Timur,sma_smk
SMA Negeri 63,Jakarta Selatan,sma_smk
SMA Negeri 64,Jakarta Timur,sma_smk
SMA Negeri 65,Jakarta Barat,sma_smk
SMA Negeri 66,Jakarta Selatan,sma_smk
SMA Negeri 67,Jakarta Timur,sma_smk
SMA Negeri 68,Jakarta Pusat,sma_smk
SMA Negeri 69,Kepulauan Seribu,sma_smk
SMA Negeri 70,Jakarta Selatan,sma_smk
SMA Negeri 71,Jakarta Timur,sma_smk
SMA Negeri 72,Jakarta Utara,sma_smk
SMA Negeri 73,Jakarta Utara,sma_smk
SMA Negeri 74,Jakarta Selatan,sma_smk
SMA Negeri 75,Jakarta Utara,sma_smk
SMA Negeri 76,Jakarta Timur,sma_smk
SMA Negeri 77,Jakarta Pusat,sma_smk
SMA Negeri 78,Jakarta Barat,sma_smk
SMA Negeri 79,Jakarta Selatan,sma_smk
SMA Negeri 80,Jakarta Utara,sma_smk
SMA Negeri 81,Jakarta Timur,sma_smk
SMA Negeri 82,Jakarta Selatan,sma_smk
SMA Negeri 83,Jakarta Utara,sma_smk
SMA Negeri 84,Jakarta Barat,sma_smk
SMA Negeri 85,Jakarta Barat,sma_smk
SMA Negeri 86,Jakarta Selatan,sma_smk
SMA Negeri 87,Jakarta Selatan,sma_smk
SMA Negeri 88,Jakarta Timur,sma_smk
SMA Negeri 89,Jakarta Timur,sma_smk
SMA Negeri 90,Jakarta Selatan,sma_smk
SMA Negeri 91,Jakarta Timur,sma_smk
SMA Negeri 92,Jakarta Utara,sma_smk
SMA Negeri 93,Jakarta Timur,sma_smk
SMA Negeri 94,Jakarta Barat,sma_smk
SMA Negeri 95,Jakarta Barat,sma_smk
SMA Negeri 96,Jakarta Barat,sma_smk
SMA Negeri 97,Jakarta Selatan,sma_smk
SMA Negeri 98,Jakarta Timur,sma_smk
SMA Negeri 99,Jakarta Timur,sma_smk
SMA Negeri 100,Jakarta Timur,sma_smk
SMA Negeri 101,Jakarta Barat,sma_smk
SMA Negeri 102,Jakarta Timur,sma_smk
SMA Negeri 103,Jakarta Timur,sma_smk
SMA Negeri 104,Jakarta Timur,sma_smk
SMA Negeri 105,Jakarta Timur,sma_smk
SMA Negeri 106,Jakarta Timur,sma_smk
SMA Negeri 107,Jakarta Timur,sma_smk
SMA Negeri 108,Jakarta Selatan,sma_smk
SMA Negeri 109,Jakarta Selatan,sma_smk
SMA Negeri 110,Jakarta Utara,sma_smk
SMA Negeri 111,Jakarta Utara,sma_smk
SMA Negeri 112,Jakarta Barat,sma_smk
SMA Negeri 113,Jakarta Timur,sma_smk
SMA Negeri 114,Jakarta Utara,sma_smk
SMA Negeri 115,Jakarta Utara,sma_smk
SMA Negeri 116,Jakarta Selatan,sma_smk
SMA Negeri 117,Jakarta Pusat,sma_smk
SMA Negeri Ragunan,Jakarta Selatan,sma_smk
SRMA 9 Jakarta Timur,Jakarta Timur,sma_smk
SRMA 10 Jakarta Selatan,Jakarta Selatan,sma_smk
SMA Negeri Unggulan M.H. Thamrin,Jakarta Timur,sma_smk
SMA Advent 1 Jakarta,Jakarta Pusat,sma_smk
SMA Advent Salemba,Jakarta Pusat,sma_smk
Sma At Taqwa Jakarta,Jakarta Pusat,sma_smk
SMA Budi Mulia,Jakarta Pusat,sma_smk
SMA Bunda Mulia Jakarta,Jakarta Pusat,sma_smk
SMA Dwi Saka Jakarta,Jakarta Pusat,sma_smk
SMA Fransiskus 1 Jakarta,Jakarta Pusat,sma_smk
SMA Hati Suci,Jakarta Pusat,sma_smk
SMA Islam Al Jihad Jakarta,Jakarta Pusat,sma_smk
SMA Islam Said Na'um Jakarta,Jakarta Pusat,sma_smk
SMA Kanisius Jakarta,Jakarta Pusat,sma_smk
SMA Kartini 1 Jakarta,Jakarta Pusat,sma_smk
SMA Kristen 2 BPK Penabur,Jakarta Pusat,sma_smk
SMA Kristen 3 Penabur,Jakarta Pusat,sma_smk
SMA Kristen Bethel,Jakarta Pusat,sma_smk
SMA Kristen Kanaan Jakarta,Jakarta Pusat,sma_smk
SMA Kristen Karunia Jakarta,Jakarta Pusat,sma_smk
SMA Kristen Ketapang 1 Jakarta,Jakarta Pusat,sma_smk
SMA Kristen Saint John,Jakarta Pusat,sma_smk
SMA Muhammadiyah 1 Jakarta,Jakarta Pusat,sma_smk
SMA Muhammadiyah 2 Jakarta,Jakarta Pusat,sma_smk
SMA Muhammadiyah 14 Jakarta,Jakarta Pusat,sma_smk
SMA Muhammadiyah 16 Jakarta,Jakarta Pusat,sma_smk
SMA Paskalis,Jakarta Pusat,sma_smk
SMA Perguruan Ksatrya,Jakarta Pusat,sma_smk
SMA Perguruan Nasional Jakarta,Jakarta Pusat,sma_smk
SMA PSKD 1 Jakarta,Jakarta Pusat,sma_smk
SMA PSKD 3 Jakarta,Jakarta Pusat,sma_smk
SMA Santa Theresia,Jakarta Pusat,sma_smk
SMA Santa Ursula,Jakarta Pusat,sma_smk
SMA Santo Bellarminus,Jakarta Pusat,sma_smk
SMA Santo Paulus Jakarta,Jakarta Pusat,sma_smk
SMA Sunda Kelapa Jakarta,Jakarta Pusat,sma_smk
SMA Taman Madya 5 Jakarta,Jakarta Pusat,sma_smk
SMA Taman Madya I Jakarta,Jakarta Pusat,sma_smk
SMA Tarsisius 1 Jakarta,Jakarta Pusat,sma_smk
SMA Triwibawa Jakarta,Jakarta Pusat,sma_smk
SMA Yapermas Jakarta,Jakarta Pusat,sma_smk
Smas YP IPPI Petojo Jakarta,Jakarta Pusat,sma_smk
SMA Al Jihad Jakarta,Jakarta Utara,sma_smk
SMA Al Khairiyah Jakarta,Jakarta Utara,sma_smk
SMA Al Muhajirin Jakarta,Jakarta Utara,sma_smk
SMA Bina Maju Bangsa,Jakarta Utara,sma_smk
SMA Buana Siswa,Jakarta Utara,sma_smk
SMA Budi Agung,Jakarta Utara,sma_smk
SMA Bukit Mulia,Jakarta Utara,sma_smk
SMA Bunga Hati Bangsa,Jakarta Utara,sma_smk
SMA Cahaya Kudus Jakarta,Jakarta Utara,sma_smk
SMA Chandra Kusuma Jakarta,Jakarta Utara,sma_smk
SMA Darma Satria Persada,Jakarta Utara,sma_smk
SMA Dharma Budhi Bhakti Jakarta,Jakarta Utara,sma_smk
SMA Dharma Putra Jakarta,Jakarta Utara,sma_smk
SMA Dharma Suci Jakarta,Jakarta Utara,sma_smk
SMA Don Bosco 1 Jakarta,Jakarta Utara,sma_smk
SMA Fons Vitae 2 Jakarta,Jakarta Utara,sma_smk
SMA Gideon Jakarta,Jakarta Utara,sma_smk
SMA Gita Kirti 2,Jakarta Utara,sma_smk
SMA Harapan Kasih Jakarta,Jakarta Utara,sma_smk
SMA Islam Al Azhar Kelapa Gading,Jakarta Utara,sma_smk
SMA Jac,Jakarta Utara,sma_smk
SMA Jubilee,Jakarta Utara,sma_smk
SMA Katolik Diakonia Jakarta,Jakarta Utara,sma_smk
SMA Kristen 5 Penabur,Jakarta Utara,sma_smk
SMA Kristen 6 Penabur,Jakarta Utara,sma_smk
SMA Kristen Calvin,Jakarta Utara,sma_smk
SMA Kristen Ipeka Pluit,Jakarta Utara,sma_smk
SMA Kristen Ipeka Sunter,Jakarta Utara,sma_smk
SMA Kristen Tunas Bangsa,Jakarta Utara,sma_smk
SMA Kristen Yusuf,Jakarta Utara,sma_smk
SMA Laphat Plus,Jakarta Utara,sma_smk
SMA Lilin Bangsa Intercultural School,Jakarta Utara,sma_smk
SMA Mahatma Gading,Jakarta Utara,sma_smk
SMA Mandala Cendekia,Jakarta Utara,sma_smk
SMA Marie Joseph,Jakarta Utara,sma_smk
SMA Methodist Jakarta,Jakarta Utara,sma_smk
SMA Mutiara 1 Jakarta,Jakarta Utara,sma_smk
SMA Nurul Falah Jakarta,Jakarta Utara,sma_smk
SMA Nusantara Jakarta,Jakarta Utara,sma_smk
SMA Nusantara Permai,Jakarta Utara,sma_smk
SMA Pelangi Kasih,Jakarta Utara,sma_smk
SMA Permai Jakarta,Jakarta Utara,sma_smk
SMA Permata Indah Jakarta,Jakarta Utara,sma_smk
SMA PGRI 12 Jakarta,Jakarta Utara,sma_smk
SMA Pusaka Abadi Jakarta,Jakarta Utara,sma_smk
SMA Saint Peter,Jakarta Utara,sma_smk
SMA Santo Lukas 1 Jakarta,Jakarta Utara,sma_smk
SMA Santo Yakobus Jakarta,Jakarta Utara,sma_smk
SMA St Maria Della Strada,Jakarta Utara,sma_smk
SMA Stella Maris Jakarta,Jakarta Utara,sma_smk
SMA Sukses Abadi,Jakarta Utara,sma_smk
SMA Tanjung Priok Jakarta,Jakarta Utara,sma_smk
SMA Tarakanita 2,Jakarta Utara,sma_smk
SMA Tunas Gading,Jakarta Utara,sma_smk
SMA Tunas Karya Jakarta,Jakarta Utara,sma_smk
SMA Westin,Jakarta Utara,sma_smk
SMA Wijaya Jakarta,Jakarta Utara,sma_smk
SMA Wijaya Kusuma Jakarta,Jakarta Utara,sma_smk
SMA Yaniic Jakarta,Jakarta Utara,sma_smk
SMA Yappenda,Jakarta Utara,sma_smk
SMA Yaspi Jakarta,Jakarta Utara,sma_smk
SMA Yusha Jakarta,Jakarta Utara,sma_smk
SMA 1 Barunawati,Jakarta Barat,sma_smk
SMA 1 Yadika,Jakarta Barat,sma_smk
SMA 3 Kalam Kudus,Jakarta Barat,sma_smk
SMA Al Chasanah,Jakarta Barat,sma_smk
SMA Al Huda Cengkareng,Jakarta Barat,sma_smk
SMA Al Kamal,Jakarta Barat,sma_smk
SMA Baptis Cengkareng Indah,Jakarta Barat,sma_smk
SMA Bhakti Utama,Jakarta Barat,sma_smk
SMA Bhineka Tunggal Ika,Jakarta Barat,sma_smk
SMA Bina Kusuma Mulia,Jakarta Barat,sma_smk
SMA Blossom School,Jakarta Barat,sma_smk
SMA Budaya,Jakarta Barat,sma_smk
SMA Budi Murni 2,Jakarta Barat,sma_smk
SMA Bunda Hati Kudus,Jakarta Barat,sma_smk
SMA Bunda Mulia,Jakarta Barat,sma_smk
SMA Cahaya Fadilah,Jakarta Barat,sma_smk
SMA Cakra Buana,Jakarta Barat,sma_smk
SMA Candra Naya,Jakarta Barat,sma_smk
SMA Cengkareng 1,Jakarta Barat,sma_smk
SMA Cinta Kasih Tzu Chi,Jakarta Barat,sma_smk
SMA Cinta Mulia Chong Mian,Jakarta Barat,sma_smk
SMA Citra Kasih,Jakarta Barat,sma_smk
SMA Damai,Jakarta Barat,sma_smk
SMA Dhammasavana,Jakarta Barat,sma_smk
SMA Dharma Jaya,Jakarta Barat,sma_smk
SMA Dian Harapan,Jakarta Barat,sma_smk
SMA Dian Kasih,Jakarta Barat,sma_smk
SMA Fajrul Islam,Jakarta Barat,sma_smk
SMA Fatahillah,Jakarta Barat,sma_smk
SMA Galatia 3,Jakarta Barat,sma_smk
SMA Global Nusantara School,Jakarta Barat,sma_smk
SMA Harapan Jaya,Jakarta Barat,sma_smk
SMA Ichthus Jakarta Barat,Jakarta Barat,sma_smk
SMA Impian Bunda,Jakarta Barat,sma_smk
SMA IP Yakin,Jakarta Barat,sma_smk
SMA Islam Al Azhar 20 Kembangan,Jakarta Barat,sma_smk
SMA Islam Tambora,Jakarta Barat,sma_smk
SMA Islam Terpadu Almaka,Jakarta Barat,sma_smk
SMA Josua,Jakarta Barat,sma_smk
SMA Kairos Gracia,Jakarta Barat,sma_smk
SMA Kanaan Global School,Jakarta Barat,sma_smk
SMA Kasih Bagi Bangsa,Jakarta Barat,sma_smk
SMA Kasih Immanuel,Jakarta Barat,sma_smk
SMA Kasih Karunia,Jakarta Barat,sma_smk
SMA Katholik Bintang Kejora,Jakarta Barat,sma_smk
SMA Katolik Abdi Siswa,Jakarta Barat,sma_smk
SMA Katolik Lia Stephanie,Jakarta Barat,sma_smk
SMA Katolik Ricci,Jakarta Barat,sma_smk
SMA Katolik Sang Timur,Jakarta Barat,sma_smk
SMA Kemurnian II,Jakarta Barat,sma_smk
SMA Kristen 1 BPK Penabur,Jakarta Barat,sma_smk
SMA Kristen 4 Penabur,Jakarta Barat,sma_smk
SMA Kristen Almasih,Jakarta Barat,sma_smk
SMA Kristen Immanuel,Jakarta Barat,sma_smk
SMA Kristen Ipeka Puri Indah,Jakarta Barat,sma_smk
SMA Kristen Ipeka Tomang,Jakarta Barat,sma_smk
SMA Kristen Kalam Kudus II,Jakarta Barat,sma_smk
SMA Kristen Kasih Kemuliaan,Jakarta Barat,sma_smk
SMA Kristen Pancaran Berkat,Jakarta Barat,sma_smk
SMA Kristen Samaria Kudus,Jakarta Barat,sma_smk
SMA Kristen Tiara Kasih,Jakarta Barat,sma_smk
SMA Kristen Tunas Bangsa,Jakarta Barat,sma_smk
SMA Lamaholot,Jakarta Barat,sma_smk
SMA Mahabodhi Vidya,Jakarta Barat,sma_smk
SMA Maitreyawira Jakarta,Jakarta Barat,sma_smk
SMA Makarios,Jakarta Barat,sma_smk
SMA Mentari Grand Surya,Jakarta Barat,sma_smk
SMA Muhammadiyah 13 Jakarta,Jakarta Barat,sma_smk
SMA Muhammadiyah 15,Jakarta Barat,sma_smk
SMA Muhammadiyah 24,Jakarta Barat,sma_smk
SMA Mutiara Bangsa 3,Jakarta Barat,sma_smk
SMA Nasional Nusantara,Jakarta Barat,sma_smk
SMA Notre Dame,Jakarta Barat,sma_smk
SMA Padindi,Jakarta Barat,sma_smk
