name,wilayah,category,KELURAHAN_REF,KECAMATAN_REF,KODEPOS_REF,STATUS
SMA Negeri 98,Jakarta Timur,sma_smk,Pinang Ranti,,13560.0,OSM_Success
SMA Negeri 99,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 100,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 101,Jakarta Barat,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 102,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 103,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 104,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 105,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 106,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 107,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 108,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 109,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 110,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 111,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 112,Jakarta Barat,sma_smk,Meruya Utara,,11620.0,OSM_Success
SMA Negeri 113,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 114,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 115,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 116,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 117,Jakarta Pusat,sma_smk,Petojo Utara,,10160.0,OSM_Success
SMA Negeri Ragunan,Jakarta Selatan,sma_smk,Ragunan,,12520.0,OSM_Success
SRMA 9 Jakarta Timur,Jakarta Timur,sma_smk,,,,Not_Found
SRMA 10 Jakarta Selatan,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Negeri Unggulan M.H. Thamrin,Jakarta Timur,sma_smk,,,,Not_Found
SMA Advent 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Advent Salemba,Jakarta Pusat,sma_smk,Kenari,,10430.0,OSM_Success
Sma At Taqwa Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Budi Mulia,Jakarta Pusat,sma_smk,Mangga Dua Selatan,,10730.0,OSM_Success
SMA Bunda Mulia Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Dwi Saka Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Fransiskus 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Hati Suci,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Islam Al Jihad Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Islam Said Na'um Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kanisius Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kartini 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kristen 2 BPK Penabur,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kristen 3 Penabur,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kristen Bethel,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kristen Kanaan Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kristen Karunia Jakarta,Jakarta Pusat,sma_smk,Pasar Baru,,10610,OSM_Success_Recovered
SMA Kristen Ketapang 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Kristen Saint John,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Muhammadiyah 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Muhammadiyah 2 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Muhammadiyah 14 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Muhammadiyah 16 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Paskalis,Jakarta Pusat,sma_smk,Kemayoran,,10640.0,OSM_Success
SMA Perguruan Ksatrya,Jakarta Pusat,sma_smk,Cempaka Putih Barat,,10520.0,OSM_Success
SMA Perguruan Nasional Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA PSKD 1 Jakarta,Jakarta Pusat,sma_smk,Senen,,10410.0,OSM_Success
SMA PSKD 3 Jakarta,Jakarta Pusat,sma_smk,Senen,,10410.0,OSM_Success
SMA Santa Theresia,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Santa Ursula,Jakarta Pusat,sma_smk,Pasar Baru,,10730.0,OSM_Success
SMA Santo Bellarminus,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Santo Paulus Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Sunda Kelapa Jakarta,Jakarta Pusat,sma_smk,Menteng,,10310.0,OSM_Success
SMA Taman Madya 5 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Taman Madya I Jakarta,Jakarta Pusat,sma_smk,Serdang,,10630.0,OSM_Success
SMA Tarsisius 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Triwibawa Jakarta,Jakarta Pusat,sma_smk,Gunung Sahari Utara,,10720.0,OSM_Success
SMA Yapermas Jakarta,Jakarta Pusat,sma_smk,Menteng,,10310.0,OSM_Success
Smas YP IPPI Petojo Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMA Al Jihad Jakarta,Jakarta Utara,sma_smk,Papanggo,,14340,OSM_Success_Recovered
SMA Al Khairiyah Jakarta,Jakarta Utara,sma_smk,Lagoa,,14270.0,OSM_Success
SMA Al Muhajirin Jakarta,Jakarta Utara,sma_smk,Rawa Badak Selatan,,14230,OSM_Success_Recovered
SMA Bina Maju Bangsa,Jakarta Utara,sma_smk,,,,Not_Found
SMA Buana Siswa,Jakarta Utara,sma_smk,,,,Not_Found
SMA Budi Agung,Jakarta Utara,sma_smk,Pejagalan,,14450.0,OSM_Success
SMA Bukit Mulia,Jakarta Utara,sma_smk,,,,Not_Found
SMA Bunga Hati Bangsa,Jakarta Utara,sma_smk,Kapuk Muara,,14460.0,OSM_Success
SMA Cahaya Kudus Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Chandra Kusuma Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Darma Satria Persada,Jakarta Utara,sma_smk,,,,Not_Found
SMA Dharma Budhi Bhakti Jakarta,Jakarta Utara,sma_smk,Sunter Agung,,14350,OSM_Success_Recovered
SMA Dharma Putra Jakarta,Jakarta Utara,sma_smk,Kebon Bawang,,14320,OSM_Success_Recovered
SMA Dharma Suci Jakarta,Jakarta Utara,sma_smk,Pejagalan,,14450,OSM_Success_Recovered
SMA Don Bosco 1 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Fons Vitae 2 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Gideon Jakarta,Jakarta Utara,sma_smk,Sungai Bambu,,14330.0,OSM_Success
SMA Gita Kirti 2,Jakarta Utara,sma_smk,,,,Not_Found
SMA Harapan Kasih Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Islam Al Azhar Kelapa Gading,Jakarta Utara,sma_smk,,,,Not_Found
SMA Jac,Jakarta Utara,sma_smk,Pegangsaan Dua,,14250.0,OSM_Success
SMA Jubilee,Jakarta Utara,sma_smk,,,,Not_Found
SMA Katolik Diakonia Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Kristen 5 Penabur,Jakarta Utara,sma_smk,,,,Not_Found
SMA Kristen 6 Penabur,Jakarta Utara,sma_smk,,,,Not_Found
SMA Kristen Calvin,Jakarta Utara,sma_smk,Gunung Sahari Selatan,,10750.0,OSM_Success
SMA Kristen Ipeka Pluit,Jakarta Utara,sma_smk,,,,Not_Found
SMA Kristen Ipeka Sunter,Jakarta Utara,sma_smk,,,,Not_Found
SMA Kristen Tunas Bangsa,Jakarta Utara,sma_smk,,,,Not_Found
SMA Kristen Yusuf,Jakarta Utara,sma_smk,Pejagalan,,14450.0,OSM_Success
SMA Laphat Plus,Jakarta Utara,sma_smk,Tugu Utara,,14260.0,OSM_Success
SMA Lilin Bangsa Intercultural School,Jakarta Utara,sma_smk,,,,Not_Found
SMA Mahatma Gading,Jakarta Utara,sma_smk,Kelapa Gading Barat,,14240.0,OSM_Success
SMA Mandala Cendekia,Jakarta Utara,sma_smk,,,,Not_Found
SMA Marie Joseph,Jakarta Utara,sma_smk,Pegangsaan Dua,,14250.0,OSM_Success
SMA Methodist Jakarta,Jakarta Utara,sma_smk,Pejagalan,,14450.0,OSM_Success
SMA Mutiara 1 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Nurul Falah Jakarta,Jakarta Utara,sma_smk,Semper Timur,,14130.0,OSM_Success
SMA Nusantara Jakarta,Jakarta Utara,sma_smk,Semper Barat,,14260.0,OSM_Success
SMA Nusantara Permai,Jakarta Utara,sma_smk,,,,Not_Found
SMA Pelangi Kasih,Jakarta Utara,sma_smk,,,,Not_Found
SMA Permai Jakarta,Jakarta Utara,sma_smk,Pluit,,14440.0,OSM_Success
SMA Permata Indah Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA PGRI 12 Jakarta,Jakarta Utara,sma_smk,Kelapa Gading Barat,,14240.0,OSM_Success
SMA Pusaka Abadi Jakarta,Jakarta Utara,sma_smk,Pejagalan,,14450,OSM_Success_Recovered
SMA Saint Peter,Jakarta Utara,sma_smk,,,,Not_Found
SMA Santo Lukas 1 Jakarta,Jakarta Utara,sma_smk,Sunter Agung,,14350.0,OSM_Success
SMA Santo Yakobus Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA St Maria Della Strada,Jakarta Utara,sma_smk,,,,Not_Found
SMA Stella Maris Jakarta,Jakarta Utara,sma_smk,Pejagalan,,14450,OSM_Success_Recovered
SMA Sukses Abadi,Jakarta Utara,sma_smk,Pejagalan,,14450.0,OSM_Success
SMA Tanjung Priok Jakarta,Jakarta Utara,sma_smk,Sunter Jaya,,14350.0,OSM_Success
SMA Tarakanita 2,Jakarta Utara,sma_smk,Pluit,,14440.0,OSM_Success
SMA Tunas Gading,Jakarta Utara,sma_smk,Kelapa Gading Timur,,14240.0,OSM_Success
SMA Tunas Karya Jakarta,Jakarta Utara,sma_smk,Kelapa Gading Timur,,14240,OSM_Success_Recovered
SMA Westin,Jakarta Utara,sma_smk,Pejagalan,,14450.0,OSM_Success
SMA Wijaya Jakarta,Jakarta Utara,sma_smk,Kapuk,,11710.0,OSM_Success
SMA Wijaya Kusuma Jakarta,Jakarta Utara,sma_smk,Grogol Petamburan,,11460.0,OSM_Success
SMA Yaniic Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Yappenda,Jakarta Utara,sma_smk,Kebon Bawang,,14320.0,OSM_Success
SMA Yaspi Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMA Yusha Jakarta,Jakarta Utara,sma_smk,Tugu Utara,,14260.0,OSM_Success
SMA 1 Barunawati,Jakarta Barat,sma_smk,,,,Not_Found
SMA 1 Yadika,Jakarta Barat,sma_smk,Duri Kepa,,11510.0,OSM_Success
SMA 3 Kalam Kudus,Jakarta Barat,sma_smk,,,,Not_Found
SMA Al Chasanah,Jakarta Barat,sma_smk,,,,Not_Found
SMA Al Huda Cengkareng,Jakarta Barat,sma_smk,Cengkareng Barat,,11739.0,OSM_Success
SMA Al Kamal,Jakarta Barat,sma_smk,,,,Not_Found
SMA Baptis Cengkareng Indah,Jakarta Barat,sma_smk,Kapuk,,11720.0,OSM_Success
SMA Bhakti Utama,Jakarta Barat,sma_smk,,,,Not_Found
SMA Bhineka Tunggal Ika,Jakarta Barat,sma_smk,,,,Not_Found
SMA Bina Kusuma Mulia,Jakarta Barat,sma_smk,,,,Not_Found
SMA Blossom School,Jakarta Barat,sma_smk,,,,Not_Found
SMA Budaya,Jakarta Barat,sma_smk,,,,Not_Found
SMA Budi Murni 2,Jakarta Barat,sma_smk,,,,Not_Found
SMA Bunda Hati Kudus,Jakarta Barat,sma_smk,Rawa Buaya,,11740.0,OSM_Success
SMA Bunda Mulia,Jakarta Barat,sma_smk,,,,Not_Found
SMA Cahaya Fadilah,Jakarta Barat,sma_smk,Duri Kosambi,,11749.0,OSM_Success
SMA Cakra Buana,Jakarta Barat,sma_smk,Tegal Alur,,11820.0,OSM_Success
SMA Candra Naya,Jakarta Barat,sma_smk,Jembatan Besi,,11320.0,OSM_Success
SMA Cengkareng 1,Jakarta Barat,sma_smk,Rawa Buaya,,11740.0,OSM_Success
SMA Cinta Kasih Tzu Chi,Jakarta Barat,sma_smk,,,,Not_Found
SMA Cinta Mulia Chong Mian,Jakarta Barat,sma_smk,,,,Not_Found
SMA Citra Kasih,Jakarta Barat,sma_smk,,,,Not_Found
SMA Damai,Jakarta Barat,sma_smk,Duri Selatan,,11270.0,OSM_Success
SMA Dhammasavana,Jakarta Barat,sma_smk,Angke,,11330.0,OSM_Success
SMA Dharma Jaya,Jakarta Barat,sma_smk,,,,Not_Found
SMA Dian Harapan,Jakarta Barat,sma_smk,,,,Not_Found
SMA Dian Kasih,Jakarta Barat,sma_smk,,,,Not_Found
SMA Fajrul Islam,Jakarta Barat,sma_smk,Pegadungan,,11830.0,OSM_Success
SMA Fatahillah,Jakarta Barat,sma_smk,,,,Not_Found
SMA Galatia 3,Jakarta Barat,sma_smk,Pegadungan,,11840.0,OSM_Success
SMA Global Nusantara School,Jakarta Barat,sma_smk,,,,Not_Found
SMA Harapan Jaya,Jakarta Barat,sma_smk,Cengkareng Timur,,11749.0,OSM_Success
SMA Ichthus Jakarta Barat,Jakarta Barat,sma_smk,,,,Not_Found
SMA Impian Bunda,Jakarta Barat,sma_smk,Duri Kosambi,,15211.0,OSM_Success
SMA IP Yakin,Jakarta Barat,sma_smk,Cengkareng Timur,,11739.0,OSM_Success
SMA Islam Al Azhar 20 Kembangan,Jakarta Barat,sma_smk,,,,Not_Found
SMA Islam Tambora,Jakarta Barat,sma_smk,Tambora,,11120.0,OSM_Success
SMA Islam Terpadu Almaka,Jakarta Barat,sma_smk,,,,Not_Found
SMA Josua,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kairos Gracia,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kanaan Global School,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kasih Bagi Bangsa,Jakarta Barat,sma_smk,Cengkareng Timur,,11739.0,OSM_Success
SMA Kasih Immanuel,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kasih Karunia,Jakarta Barat,sma_smk,Cengkareng Barat,,11730.0,OSM_Success
SMA Katholik Bintang Kejora,Jakarta Barat,sma_smk,,,,Not_Found
SMA Katolik Abdi Siswa,Jakarta Barat,sma_smk,Duri Kepa,,11430.0,OSM_Success
SMA Katolik Lia Stephanie,Jakarta Barat,sma_smk,,,,Not_Found
SMA Katolik Ricci,Jakarta Barat,sma_smk,,,,Not_Found
SMA Katolik Sang Timur,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kemurnian II,Jakarta Barat,sma_smk,Duri Kepa,,11460.0,OSM_Success
SMA Kristen 1 BPK Penabur,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen 4 Penabur,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Almasih,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Immanuel,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Ipeka Puri Indah,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Ipeka Tomang,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Kalam Kudus II,Jakarta Barat,sma_smk,Cengkareng,,15211.0,OSM_Success
SMA Kristen Kasih Kemuliaan,Jakarta Barat,sma_smk,Pegadungan,,11840.0,OSM_Success
SMA Kristen Pancaran Berkat,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Samaria Kudus,Jakarta Barat,sma_smk,,,,Not_Found
SMA Kristen Tiara Kasih,Jakarta Barat,sma_smk,Semanan,,11850.0,OSM_Success
SMA Kristen Tunas Bangsa,Jakarta Barat,sma_smk,,,,Not_Found
SMA Lamaholot,Jakarta Barat,sma_smk,Rawa Buaya,,11740.0,OSM_Success
SMA Mahabodhi Vidya,Jakarta Barat,sma_smk,,,,Not_Found
SMA Maitreyawira Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMA Makarios,Jakarta Barat,sma_smk,,,,Not_Found
SMA Mentari Grand Surya,Jakarta Barat,sma_smk,,,,Not_Found
SMA Muhammadiyah 13 Jakarta,Jakarta Barat,sma_smk,Tomang,,11440.0,OSM_Success
SMA Muhammadiyah 15,Jakarta Barat,sma_smk,Rawamangun,,13220.0,OSM_Success
SMA Muhammadiyah 24,Jakarta Barat,sma_smk,,,,Not_Found
SMA Mutiara Bangsa 3,Jakarta Barat,sma_smk,,,,Not_Found
SMA Nasional Nusantara,Jakarta Barat,sma_smk,Cengkareng,,11730.0,OSM_Success
SMA Notre Dame,Jakarta Barat,sma_smk,,,,Not_Found
SMA Padindi,Jakarta Barat,sma_smk,Kamal,,11810.0,OSM_Success
SMA Pah Tsung,Jakarta Barat,sma_smk,,,,Not_Found
SMA Pelita 2,Jakarta Barat,sma_smk,,,,Not_Found
SMA Pelita Anugerah,Jakarta Barat,sma_smk,,,,Not_Found
SMA Pelita IV,Jakarta Barat,sma_smk,,,,Not_Found
SMA Pelita Kasih,Jakarta Barat,sma_smk,Cengkareng Barat,,11730.0,OSM_Success
SMA Petra,Jakarta Barat,sma_smk,,,,Not_Found
SMA Providentia,Jakarta Barat,sma_smk,Kedoya Utara,,11520.0,OSM_Success
SMA Regina Pacis,Jakarta Barat,sma_smk,Palmerah,,11480.0,OSM_Success
SMA Saint Johns School,Jakarta Barat,sma_smk,,,,Not_Found
SMA San Marino,Jakarta Barat,sma_smk,Kalideres,,15122.0,OSM_Success
SMA Santo Kristoforus 1,Jakarta Barat,sma_smk,,,,Not_Found
SMA Santo Kristoforus 2,Jakarta Barat,sma_smk,,,,Not_Found
SMA Santo Leo,Jakarta Barat,sma_smk,Tangki,,11150.0,OSM_Success
SMA Santo Leo II,Jakarta Barat,sma_smk,,,,Not_Found
SMA Sentosa,Jakarta Barat,sma_smk,,,,Not_Found
SMA Sinar Dharma,Jakarta Barat,sma_smk,Tambora,,11270.0,OSM_Success
SMA Sumpah Pemuda,Jakarta Barat,sma_smk,,,,Not_Found
SMA Tarsisius II,Jakarta Barat,sma_smk,,,,Not_Found
SMA Tri Ratna,Jakarta Barat,sma_smk,,,,Not_Found
SMA Tunas Harapan,Jakarta Barat,sma_smk,,,,Not_Found
SMA Tunas Indonesia,Jakarta Barat,sma_smk,Semanan,,11850.0,OSM_Success
SMA Vianney,Jakarta Barat,sma_smk,Rawa Buaya,,11740.0,OSM_Success
SMA Wardaya,Jakarta Barat,sma_smk,,,,Not_Found
SMA Yadika 2,Jakarta Barat,sma_smk,Tegal Alur,,11820.0,OSM_Success
SMA Yadika 5,Jakarta Barat,sma_smk,Joglo,,15151.0,OSM_Success
SMA YP BDN,Jakarta Barat,sma_smk,,,,Not_Found
SMA 17 Agustus 45 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA 2 Perguruan Cikini,Jakarta Selatan,sma_smk,,,,Not_Found
SMA 28 Oktober 1928,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Al Azhar Syifa Budi,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Al Kautsar,Jakarta Selatan,sma_smk,Pulo,,12160.0,OSM_Success
SMA Al Wildan 4 Islamic School Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Asisi Jakarta,Jakarta Selatan,sma_smk,Menteng Dalam,,12870.0,OSM_Success
SMA Avicenna Jagakarsa,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Bakti Idhata Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Bakti Mulya 400,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Bunda Kandung Jakarta,Jakarta Selatan,sma_smk,Pejaten Timur,,12530,OSM_Success_Recovered
SMA Cenderawasih 1,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Charitas,Jakarta Selatan,sma_smk,Lebak Bulus,,15419.0,OSM_Success
SMA Cikal,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Citra Kasih Don Bosco Pondok Indah,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Darul Maarif Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Darunnajah,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Dewi Sartika,Jakarta Selatan,sma_smk,Tebet Barat,,12810.0,OSM_Success
SMA Dharma Karya Jakarta,Jakarta Selatan,sma_smk,Melawai,,12160,OSM_Success_Recovered
SMA Eunoia Intercultural School,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Fatahillah Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Garuda Cendekia,Jakarta Selatan,sma_smk,Pela Mampang,,12170.0,OSM_Success
SMA Gita Kirtti 3 Jakarta,Jakarta Selatan,sma_smk,Gandaria Utara,,12140,OSM_Success_Recovered
SMA Gonzaga Jakarta,Jakarta Selatan,sma_smk,Ragunan,,12550.0,OSM_Success
SMA Hang Tuah 1 Jakarta,Jakarta Selatan,sma_smk,Cipulir,,12230.0,OSM_Success
SMA International Islamic High School (IIHS),Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam Al Azhar 1 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam Al Azhar 2 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam Al Azhar 3 Jakarta,Jakarta Selatan,sma_smk,Selong,,12180.0,OSM_Success
SMA Islam Al Izhar Pondok Labu,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam Al Kholidin Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam Annajah,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam As Syafiiyah 01,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Islam Harapan Ibu,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Jagakarsa,Jakarta Selatan,sma_smk,Jagakarsa,,12620.0,OSM_Success
SMA Jakarta Montessori,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Kartika VIII-1 Jakarta,Jakarta Selatan,sma_smk,Srengseng Sawah,,12640.0,OSM_Success
SMA Kartika X-1,Jakarta Selatan,sma_smk,Pesanggrahan,,12320.0,OSM_Success
SMA Keluarga Widuri Jakarta,Jakarta Selatan,sma_smk,Lebak Bulus,,12450.0,OSM_Success
SMA Kemala Bhayangkari 1,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Kharismawita Jakarta,Jakarta Selatan,sma_smk,Tanjung Barat,,12530.0,OSM_Success
SMA Labschool Bintaro,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Labschool Kebayoran,Jakarta Selatan,sma_smk,Kramat Pela,,12120.0,OSM_Success
SMA Muhammadiyah 3 Jakarta,Jakarta Selatan,sma_smk,Kramat Pela,,12140.0,OSM_Success
SMA Muhammadiyah 5 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Muhammadiyah 18 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Muttaqien Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Pangudi Luhur Jakarta,Jakarta Selatan,sma_smk,Pulo,,12160.0,OSM_Success
SMA Pattimura Jakarta,Jakarta Selatan,sma_smk,Jagakarsa,,12620.0,OSM_Success
SMA Perguruan Cikini Jakarta,Jakarta Selatan,sma_smk,Duren Tiga,,12760.0,OSM_Success
SMA Perguruan Rakyat 1 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Perkumpulan Mandiri,Jakarta Selatan,sma_smk,,,,Not_Found
SMA PGRI 3 Jakarta,Jakarta Selatan,sma_smk,Pondok Labu,,12450.0,OSM_Success
SMA Plus Khadijah Islamic School,Jakarta Selatan,sma_smk,,,,Not_Found
SMA PSKD 4 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Purnama Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Suluh Jakarta,Jakarta Selatan,sma_smk,Pasar Minggu,,12510.0,OSM_Success
SMA Sumbangsih Jakarta,Jakarta Selatan,sma_smk,Cilandak Timur,,12560.0,OSM_Success
SMA Tarakanita 1 Jakarta,Jakarta Selatan,sma_smk,Pluit,,14440,OSM_Success_Recovered
SMA Tirtamarta BPK Penabur,Jakarta Selatan,sma_smk,,,,Not_Found
SMA Triguna Jakarta,Jakarta Selatan,sma_smk,Gunung,,12120.0,OSM_Success
SMA Yasporbi 1 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMA YMIK 2 Jakarta,Jakarta Selatan,sma_smk,Manggarai,,12850.0,OSM_Success
SMA 1 Cawang Baru,Jakarta Timur,sma_smk,,,,Not_Found
SMA Adi Luhur Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Al Falah,Jakarta Timur,sma_smk,Munjul,,13850.0,OSM_Success
SMA Al Ghurabaa Jakarta,Jakarta Timur,sma_smk,Jati,,13250,OSM_Success_Recovered
SMA Al Hikmah Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Al Wildan Islamic School 10 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Angkasa 1 H Perdanakusuma,Jakarta Timur,sma_smk,,,,Not_Found
SMA Angkasa 2 H Perdanakusuma,Jakarta Timur,sma_smk,,,,Not_Found
SMA Bina Dharma Jakarta,Jakarta Timur,sma_smk,Ciracas,,13740,OSM_Success_Recovered
SMA Bina Pangudi Luhur Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA BPS&K I,Jakarta Timur,sma_smk,,,,Not_Found
SMA Budaya Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Budhaya 2 St Agustinus,Jakarta Timur,sma_smk,,,,Not_Found
SMA Budhi Warman 1,Jakarta Timur,sma_smk,,,,Not_Found
SMA Budhi Warman 2,Jakarta Timur,sma_smk,,,,Not_Found
SMA Budi Mulia Utama Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Cahaya Sakti Jakarta,Jakarta Timur,sma_smk,Bali Mester,,13930,OSM_Success_Recovered
SMA Chartar Buana,Jakarta Timur,sma_smk,Kelapa Dua Wetan,,13850.0,OSM_Success
SMA Cikal Amri,Jakarta Timur,sma_smk,,,,Not_Found
SMA Corpatarin Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Dewi Sartika YBW Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Dian Persada Jakarta,Jakarta Timur,sma_smk,Cipinang,,13250.0,OSM_Success
SMA Diponegoro 1 Jakarta,Jakarta Timur,sma_smk,Rawamangun,,13220,OSM_Success_Recovered
SMA Diponegoro 2 Jakarta,Jakarta Timur,sma_smk,Cakung Timur,,13910,OSM_Success_Recovered
SMA Don Bosco II,Jakarta Timur,sma_smk,,,,Not_Found
SMA Embun Pagi Islamic School,Jakarta Timur,sma_smk,,,,Not_Found
SMA EMIISc Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Fons Vitae 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMA Fransiskus 2 Jakarta,Jakarta Timur,sma_smk,Kayu Putih,,13210.0,OSM_Success
