name,wilayah,category,KELURAHAN_REF,KECAMATAN_REF,KODEPOS_REF,STATUS
SMK Strada 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMK Strada Jakarta,Jakarta Pusat,sma_smk,Gunung Sahari Utara,,10720.0,OSM_Success
SMK Taman Siswa 1 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMK Taman Siswa 2 Jakarta,Jakarta Pusat,sma_smk,Kemayoran,,10620.0,OSM_Success
SMK Taman Siswa 3 Jakarta,Jakarta Pusat,sma_smk,,,,Not_Found
SMK Tunas Harapan,Jakarta Pusat,sma_smk,Cempaka Putih Barat,,10520.0,OSM_Success
SMK Yapermas Jakarta,Jakarta Pusat,sma_smk,Menteng,,10310.0,OSM_Success
SMK YP IPPI Petojo,Jakarta Pusat,sma_smk,,,,Not_Found
SMK 11 Maret,Jakarta Utara,sma_smk,Pegangsaan Dua,,14250.0,OSM_Success
SMK Al Irsyad Jakarta,Jakarta Utara,sma_smk,Lagoa,,14270,OSM_Success_Recovered
SMK Al Jihad Jakarta,Jakarta Utara,sma_smk,Papanggo,,14340,OSM_Success_Recovered
SMK Al Khairiyah 1 Jakarta,Jakarta Utara,sma_smk,Lagoa,,14270,OSM_Success_Recovered
SMK Al Khairiyah 2 Jakarta,Jakarta Utara,sma_smk,Lagoa,,14270,OSM_Success_Recovered
SMK Al Khairiyah Bahari,Jakarta Utara,sma_smk,Tanjung Priok,,14310.0,OSM_Success
SMK Al Miftahiyyah,Jakarta Utara,sma_smk,,,,Not_Found
SMK Al Muttaqin,Jakarta Utara,sma_smk,,,,Not_Found
SMK Ar Raudhah Jakarta,Jakarta Utara,sma_smk,Lagoa,,14270.0,OSM_Success
SMK Az Zahrah,Jakarta Utara,sma_smk,,,,Not_Found
SMK Barunawati,Jakarta Utara,sma_smk,Palmerah,,10260,OSM_Success_Recovered
SMK Bintang Nusantara,Jakarta Utara,sma_smk,Rorotan,,14140.0,OSM_Success
SMK Budi Agung,Jakarta Utara,sma_smk,,,,Not_Found
SMK Cilincing 1 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Cilincing 3 Jakarta,Jakarta Utara,sma_smk,Semper Timur,,14130.0,OSM_Success
SMK Citra Bangsa,Jakarta Utara,sma_smk,,,,Not_Found
SMK Darul Maarif,Jakarta Utara,sma_smk,,,,Not_Found
SMK Dharma Putra 1,Jakarta Utara,sma_smk,,,,Not_Found
SMK Fajar Indah,Jakarta Utara,sma_smk,Pademangan Barat,,14420.0,OSM_Success
SMK Genesaret,Jakarta Utara,sma_smk,Penjaringan,,14430.0,OSM_Success
SMK Gita Kirtti 2 Jakarta,Jakarta Utara,sma_smk,Sunter Jaya,,14350,OSM_Success_Recovered
SMK Global 21 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Gunung Jati Jakarta,Jakarta Utara,sma_smk,Sungai Bambu,,14330,OSM_Success_Recovered
SMK Hang Tuah 1 Jakarta,Jakarta Utara,sma_smk,Kelapa Gading Barat,,14240.0,OSM_Success
SMK Hang Tuah 2,Jakarta Utara,sma_smk,,,,Not_Found
SMK Jaya Jakarta,Jakarta Utara,sma_smk,Kelapa Gading Timur,,14240.0,OSM_Success
SMK Kasih Ananda,Jakarta Utara,sma_smk,,,,Not_Found
SMK Kencana 1 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Kesehatan Global Cendekia,Jakarta Utara,sma_smk,Sungai Bambu,,14330.0,OSM_Success
SMK Kristen Harapan Mulia,Jakarta Utara,sma_smk,,,,Not_Found
SMK Lagoa,Jakarta Utara,sma_smk,Lagoa,,14270.0,OSM_Success
SMK Media Karya,Jakarta Utara,sma_smk,,,,Not_Found
SMK Muhammadiyah 12,Jakarta Utara,sma_smk,Tugu Utara,,14260.0,OSM_Success
SMK Mutiara 1 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Nusantara 1 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Nusantara 2 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Pangeran Wijayakusuma,Jakarta Utara,sma_smk,,,,Not_Found
SMK Pelayaran Djadajat Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Pelayaran Jakarta,Jakarta Utara,sma_smk,Papanggo,,14340.0,OSM_Success
SMK Pelayaran Jakarta Raya,Jakarta Utara,sma_smk,Papanggo,,14340.0,OSM_Success
SMK Pelayaran Jalasena,Jakarta Utara,sma_smk,Marunda,,14150.0,OSM_Success
SMK Pelayaran Malahayati Jakarta,Jakarta Utara,sma_smk,Marunda,,14150.0,OSM_Success
SMK Perguruan Cikini Jakarta,Jakarta Utara,sma_smk,Rawa Badak Utara,,14230,OSM_Success_Recovered
SMK Perintis Nasional Jakarta,Jakarta Utara,sma_smk,Kebon Bawang,,14320,OSM_Success_Recovered
SMK Permata Indah,Jakarta Utara,sma_smk,Pejagalan,,14450.0,OSM_Success
SMK PGRI 3 Jakarta,Jakarta Utara,sma_smk,Marunda,,14150.0,OSM_Success
SMK PGRI 11 Jakarta,Jakarta Utara,sma_smk,Rorotan,,14140.0,OSM_Success
SMK PGRI 38 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Pluit Raya,Jakarta Utara,sma_smk,Pluit,,14440.0,OSM_Success
SMK PSKD 3 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Raudhatul Jannatunnaim,Jakarta Utara,sma_smk,,,,Not_Found
SMK Remaja Pluit,Jakarta Utara,sma_smk,Pluit,,14440.0,OSM_Success
SMK Sari Putra,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMK Sejahtera Jakarta,Jakarta Utara,sma_smk,Tugu Utara,,14260.0,OSM_Success
SMK Siliwangi Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Sismadi,Jakarta Utara,sma_smk,Warakas,,14340.0,OSM_Success
SMK SPES Patriae,Jakarta Utara,sma_smk,,,,Not_Found
SMK Strada 3 Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Syahid,Jakarta Utara,sma_smk,Cilincing,,14120.0,OSM_Success
SMK Tanjung Priok 1 Jakarta,Jakarta Utara,sma_smk,Lagoa,,14260.0,OSM_Success
SMK Tanjung Priok 2 Jakarta,Jakarta Utara,sma_smk,Lagoa,,14270.0,OSM_Success
SMK Tridharma Budhidaya,Jakarta Utara,sma_smk,,,,Not_Found
SMK Walang Jaya,Jakarta Utara,sma_smk,Koja,,14260.0,OSM_Success
SMK Wiyatamandala Bakti Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Wiyatamandala Jakarta,Jakarta Utara,sma_smk,Kebon Bawang,,14320.0,OSM_Success
SMK Yanindo Jakarta,Jakarta Utara,sma_smk,Tanjung Priok,,14310.0,OSM_Success
SMK Yappenda Jakarta,Jakarta Utara,sma_smk,,,,Not_Found
SMK Yaspi Jaya,Jakarta Utara,sma_smk,,,,Not_Found
SMK Yusha Jakarta,Jakarta Utara,sma_smk,Tugu Utara,,14260.0,OSM_Success
SMK 1 Barunawati,Jakarta Barat,sma_smk,,,,Not_Found
SMK 1 Citra Adhi Pratama,Jakarta Barat,sma_smk,,,,Not_Found
SMK Ad Dawah,Jakarta Barat,sma_smk,,,,Not_Found
SMK Al Chasanah Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Al Firdaus,Jakarta Barat,sma_smk,Kalideres,,11830.0,OSM_Success
SMK Al Hamidiyah,Jakarta Barat,sma_smk,,,,Not_Found
SMK Al Huda Kebon Jeruk,Jakarta Barat,sma_smk,,,,Not_Found
SMK Al Ihsan Jakarta,Jakarta Barat,sma_smk,Kebon Kacang,,10240,OSM_Success_Recovered
SMK Al Mafatih Jakarta,Jakarta Barat,sma_smk,Palmerah,,11480.0,OSM_Success
SMK Al Washilah 1 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Benteng Gading Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bhakti,Jakarta Barat,sma_smk,Grogol Petamburan,,11460.0,OSM_Success
SMK Bhara Trikora 1 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bina Bangsa,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bina Husada Mandiri,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bina Insan Mandiri,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bina Insan Nusantara,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bina Karya Jakarta,Jakarta Barat,sma_smk,Ujung Menteng,,13960,OSM_Success_Recovered
SMK Budi Murni 2,Jakarta Barat,sma_smk,,,,Not_Found
SMK Bunda Mulia,Jakarta Barat,sma_smk,,,,Not_Found
SMK Cahaya Prima,Jakarta Barat,sma_smk,Tegal Alur,,11820.0,OSM_Success
SMK Candra Naya,Jakarta Barat,sma_smk,Jembatan Besi,,11320.0,OSM_Success
SMK Cengkareng 1,Jakarta Barat,sma_smk,Cengkareng,,11740.0,OSM_Success
SMK Cengkareng 2,Jakarta Barat,sma_smk,,,,Not_Found
SMK Cengkareng Jakarta,Jakarta Barat,sma_smk,Kalideres,,11840.0,OSM_Success
SMK Cindera Mata Indah Jakarta,Jakarta Barat,sma_smk,Duri Utara,,11270,OSM_Success_Recovered
SMK Cinta Kasih Tzu Chi,Jakarta Barat,sma_smk,,,,Not_Found
SMK Citra Utama,Jakarta Barat,sma_smk,Tegal Alur,,11810.0,OSM_Success
SMK Dewi Sartika,Jakarta Barat,sma_smk,Duri Kepa,,11420.0,OSM_Success
SMK Dhamma Savana Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Dian Jakarta,Jakarta Barat,sma_smk,Kapuk,,11720.0,OSM_Success
SMK Didaktika,Jakarta Barat,sma_smk,Cengkareng Barat,,11730.0,OSM_Success
SMK Duta Bangsa Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Duta Mas Jakarta,Jakarta Barat,sma_smk,Grogol Petamburan,,11460.0,OSM_Success
SMK Eka Sakti,Jakarta Barat,sma_smk,Cengkareng Timur,,11730.0,OSM_Success
SMK Era Pembangunan 3,Jakarta Barat,sma_smk,,,,Not_Found
SMK Global Persada,Jakarta Barat,sma_smk,,,,Not_Found
SMK Harapan Jaya,Jakarta Barat,sma_smk,Jelambar Baru,,11330.0,OSM_Success
SMK Harapan Raya,Jakarta Barat,sma_smk,Kapuk,,11710.0,OSM_Success
SMK Harvard Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Ibu Pertiwi 1 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Ibu Pertiwi 2 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Insan Aqilah 4,Jakarta Barat,sma_smk,,,,Not_Found
SMK Insan Cendikia,Jakarta Barat,sma_smk,,,,Not_Found
SMK Insan Cita,Jakarta Barat,sma_smk,Kalideres,,15122.0,OSM_Success
SMK Insan Global,Jakarta Barat,sma_smk,,,,Not_Found
SMK IP Yakin,Jakarta Barat,sma_smk,Cengkareng Timur,,11739.0,OSM_Success
SMK Islam Assaadatul Abadiyah Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Islam Bahagia,Jakarta Barat,sma_smk,Kalianyar,,11260.0,OSM_Success
SMK Islam Fatahillah Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Islam Perti Jakarta,Jakarta Barat,sma_smk,Tomang,,11440,OSM_Success_Recovered
SMK Jakarta 1,Jakarta Barat,sma_smk,Kalideres,,11830.0,OSM_Success
SMK Jakarta Barat 1,Jakarta Barat,sma_smk,Rawa Buaya,,11740.0,OSM_Success
SMK Jakarta III,Jakarta Barat,sma_smk,Tegal Alur,,11810.0,OSM_Success
SMK Jakarta IV,Jakarta Barat,sma_smk,Cengkareng Barat,,11840.0,OSM_Success
SMK Josua Jakarta,Jakarta Barat,sma_smk,Kota Bambu Utara,,11420.0,OSM_Success
SMK Kartika X 1,Jakarta Barat,sma_smk,,,,Not_Found
SMK Kasih Anugerah,Jakarta Barat,sma_smk,,,,Not_Found
SMK Kebon Jeruk Jakarta,Jakarta Barat,sma_smk,Duri Kepa,,11510.0,OSM_Success
SMK Kebudayaan,Jakarta Barat,sma_smk,Semanan,,11850.0,OSM_Success
SMK Kesatuan,Jakarta Barat,sma_smk,Rawa Buaya,,11740.0,OSM_Success
SMK Kristen Cendrawasih,Jakarta Barat,sma_smk,Cengkareng Barat,,11730.0,OSM_Success
SMK Kristen Pancaran Berkat,Jakarta Barat,sma_smk,,,,Not_Found
SMK Kristen Rahmani,Jakarta Barat,sma_smk,,,,Not_Found
SMK Lamaholot Jakarta,Jakarta Barat,sma_smk,Cengkareng,,11740.0,OSM_Success
SMK Maarif Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Muhammadiyah 3 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Muhammadiyah 4 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Muhammadiyah 13 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Multimedia Mandiri,Jakarta Barat,sma_smk,,,,Not_Found
SMK Mutiara Bangsa,Jakarta Barat,sma_smk,Cengkareng Barat,,11739.0,OSM_Success
SMK Mutiara Bangsa 3,Jakarta Barat,sma_smk,,,,Not_Found
SMK Nusantara,Jakarta Barat,sma_smk,Pegadungan,,11840.0,OSM_Success
SMK Padindi,Jakarta Barat,sma_smk,Kamal,,11810.0,OSM_Success
SMK Pariwisata Sumbangsih,Jakarta Barat,sma_smk,,,,Not_Found
SMK Patmos,Jakarta Barat,sma_smk,Meruya Utara,,11620.0,OSM_Success
SMK Patriot Nusantara,Jakarta Barat,sma_smk,Kamal,,11810.0,OSM_Success
SMK Pelita IV,Jakarta Barat,sma_smk,,,,Not_Found
SMK Pembangun Generasi Emas,Jakarta Barat,sma_smk,,,,Not_Found
SMK Permata Bunda I Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Permata Dunia,Jakarta Barat,sma_smk,Kapuk,,11720.0,OSM_Success
SMK PGRI 2 Jakarta,Jakarta Barat,sma_smk,Kembangan Utara,,11740.0,OSM_Success
SMK PGRI 5 Jakarta,Jakarta Barat,sma_smk,Pegadungan,,11830.0,OSM_Success
SMK PGRI 24 Jakarta,Jakarta Barat,sma_smk,Pegadungan,,11830.0,OSM_Success
SMK PGRI 29 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK PGRI 35 Jakarta,Jakarta Barat,sma_smk,Cengkareng Timur,,11720.0,OSM_Success
SMK PGRI 36 Jakarta,Jakarta Barat,sma_smk,Pegadungan,,11830.0,OSM_Success
SMK  Prima Wisata,Jakarta Barat,sma_smk,Kembangan Utara,,11610.0,OSM_Success
SMK  Putra Mandiri,Jakarta Barat,sma_smk,,,,Not_Found
SMK Putra Nusantara,Jakarta Barat,sma_smk,Pegadungan,,11840.0,OSM_Success
SMK Reformasi,Jakarta Barat,sma_smk,,,,Not_Found
SMK Santo Leo,Jakarta Barat,sma_smk,Tangki,,11150.0,OSM_Success
SMK Satria Jakarta,Jakarta Barat,sma_smk,Srengseng,,11630.0,OSM_Success
SMK Sentosa,Jakarta Barat,sma_smk,,,,Not_Found
SMK Setia Gama,Jakarta Barat,sma_smk,Semanan,,15211.0,OSM_Success
SMK Strada II Jakarta,Jakarta Barat,sma_smk,Taman Sari,,11160.0,OSM_Success
SMK Sumpah Pemuda,Jakarta Barat,sma_smk,,,,Not_Found
SMK Taman Sakti Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Tanjung Jakarta,Jakarta Barat,sma_smk,Tanjung Duren Utara,,11430.0,OSM_Success
SMK Teladan Jakarta,Jakarta Barat,sma_smk,Palmerah,,11480.0,OSM_Success
SMK Telkom Sandhy Putra Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Tomang Raya,Jakarta Barat,sma_smk,Tomang,,11440.0,OSM_Success
SMK Tri Arga 2,Jakarta Barat,sma_smk,,,,Not_Found
SMK Tri Ratna Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Tunas Harapan,Jakarta Barat,sma_smk,Grogol Petamburan,,11710.0,OSM_Success
SMK Widya Patria 2,Jakarta Barat,sma_smk,Meruya Selatan,,11650.0,OSM_Success
SMK Wiyata Satya,Jakarta Barat,sma_smk,Kebon Jeruk,,11530.0,OSM_Success
SMK Yadika 1 Jakarta,Jakarta Barat,sma_smk,Tegal Alur,,11820.0,OSM_Success
SMK Yadika 2 Jakarta,Jakarta Barat,sma_smk,,,,Not_Found
SMK Yadika 3 Jakarta,Jakarta Barat,sma_smk,Kalideres,,11820.0,OSM_Success
SMK Yandika,Jakarta Barat,sma_smk,,,,Not_Found
SMK YMIK Jakarta,Jakarta Barat,sma_smk,Joglo,,11640.0,OSM_Success
SMK 10 Nopember,Jakarta Selatan,sma_smk,Kramat Jati,,13640,OSM_Success_Recovered
SMK 17 Agustus 1945 2 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK 28 Oktober 1928 1,Jakarta Selatan,sma_smk,,,,Not_Found
SMK 28 Oktober 1928 2,Jakarta Selatan,sma_smk,,,,Not_Found
SMK 3 Perguruan Cikini,Jakarta Selatan,sma_smk,Srengseng Sawah,,12640.0,OSM_Success
SMK Al Fajar Jakarta,Jakarta Selatan,sma_smk,Kebayoran Lama Utara,,12240,OSM_Success_Recovered
SMK Al Falah,Jakarta Selatan,sma_smk,Mampang Prapatan,,12790.0,OSM_Success
SMK Al Hidayah 1 Jakarta,Jakarta Selatan,sma_smk,Cilandak Timur,,12450.0,OSM_Success
SMK Al Hidayah 2 Jakarta,Jakarta Selatan,sma_smk,Srengseng Sawah,,12640.0,OSM_Success
SMK Al Hidayah Lestari,Jakarta Selatan,sma_smk,Lebak Bulus,,12310.0,OSM_Success
SMK Al Kautsar,Jakarta Selatan,sma_smk,Pulo,,12160.0,OSM_Success
SMK Al Makmur Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Amaliyah,Jakarta Selatan,sma_smk,Srengseng Sawah,,12640.0,OSM_Success
SMK An Nuriyah,Jakarta Selatan,sma_smk,Cipedak,,16431.0,OSM_Success
